,Type,Date,Ship Date,Deliv Date,Terms,Due Date,Num,P. O. #,Name,Qty,Invoiced,Backordered,Amount,Item,Rep,Open Balance,Inventory Site
Inventory,,,,,,,,,,,,,,,,,
Accessory,,,,,,,,,,,,,,,,,
,Sales Order,09/05/2025,10/24/2025,,Net 30,10/05/2025,SO-20251260,58059,"INFLEXION POINT, LLC",20,0,20,1440,Power Adapter:PA-120W-OW,A777,1440,WH01S-NTA
,Sales Order,09/11/2025,10/03/2025,,Prepay,09/11/2025,SO-20251298,N091125,Ball Horticultural Company,3,0,3,216,Power Adapter:PA-120W-OW,A689,216,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251391,QTD_IES_2508263,Intelligent Energy Systems,2,0,2,144,Power Adapter:PA-120W-OW,A800,144,WH01S-NTA
Total PA-120W-OW,,,,,,,,,,27,0,27,1944,,,1944,
PA-160W-OW,,,,,,,,,,,,,,,,,
,Sales Order,04/24/2025,07/23/2025,,Net 30,05/24/2025,SO-20250601,41477111,Inficon Inc.,23,0,23,2139,Power Adapter:PA-160W-OW,A777,2139,WH01S-NTA
,Sales Order,04/24/2025,07/23/2025,,Net 30,05/24/2025,SO-20250600,41477111,Inficon Inc.,21,0,21,1953,Power Adapter:PA-160W-OW,A777,1953,WH01S-NTA
,Sales Order,05/19/2025,08/13/2025,,Net 30,06/18/2025,SO-20250701,41479953,Inficon Inc.,30,0,30,2790,Power Adapter:PA-160W-OW,A777,2790,WH01S-NTA
,Sales Order,05/23/2025,08/13/2025,,Net 30,06/22/2025,SO-20250726,41481439,Inficon Inc.,30,0,30,2790,Power Adapter:PA-160W-OW,A777,2790,WH01S-NTA
,Sales Order,05/23/2025,08/13/2025,,Net 30,06/22/2025,SO-20250728,41481440,Inficon Inc.,30,0,30,2790,Power Adapter:PA-160W-OW,A777,2790,WH01S-NTA
,Sales Order,09/05/2025,10/17/2025,,Prepay,09/05/2025,SO-20251262,PO18039,IRD- International Road Dynamics Inc.,4,0,4,392,Power Adapter:PA-160W-OW,A702,392,WH01S-NTA
,Sales Order,09/10/2025,10/24/2025,,Prepay,09/10/2025,SO-20251287,PO18173,IRD- International Road Dynamics Inc.,1,0,1,83,Power Adapter:PA-160W-OW,A702,83,WH01S-NTA
,Sales Order,09/22/2025,01/02/2026,,Prepay,09/22/2025,SO-20251343,QTD_CERL_2509173,CERL-Construction Engineering Research La,1,0,1,98,Power Adapter:PA-160W-OW,A689,98,WH01S-NTA
,Sales Order,09/26/2025,12/31/2025,,Net 30,10/26/2025,SO-20251362,46516492,Lightning Pick | Matthews International,3,0,3,294,Power Adapter:PA-160W-OW,A689,294,WH01S-NTA
,Sales Order,09/29/2025,12/31/2025,,Net 15,10/14/2025,SO-20251376,722,Aerflite Canada Inc.,1,0,1,98,Power Adapter:PA-160W-OW,A777,98,WH01S-NTA
Total PA-160W-OW,,,,,,,,,,144,0,144,13427,,,13427,
PA-280W-CW6P-2P,,,,,,,,,,,,,,,,,
,Sales Order,08/28/2025,12/31/2025,,Net 120,12/26/2025,SO-20251228,QTD_Honeywell_250728,Honeywell Aerospace (TX),3,0,3,429,Power Adapter:PA-280W-CW6P-2P,A689,429,WH01S-NTA
,Sales Order,08/28/2025,10/21/2025,,Prepay,08/28/2025,SO-20251236, QTD_USACE_2507093,"US Army Corps of Engineers, ERDC-IEI",2,0,2,242,Power Adapter:PA-280W-CW6P-2P,A689,242,WH01S-NTA
Total PA-280W-CW6P-2P,,,,,,,,,,5,0,5,671,,,671,
PA-280W-ET3,,,,,,,,,,,,,,,,,
,Sales Order,08/05/2025,10/14/2025,,Prepay,08/05/2025,SO-20251111,PC12084709,NASA-Johnson Space Center,1,0,1,120,Power Adapter:PA-280W-ET3,A689,120,WH01S-NTA
,Sales Order,08/07/2025,10/14/2025,,Prepay,08/07/2025,SO-20251126,PF6264,Sanctuary Cognitive Systems Corporation,2,0,2,242,Power Adapter:PA-280W-ET3,A702,242,WH01S-NTA
,Sales Order,08/27/2025,10/21/2025,,Prepay,08/27/2025,SO-20251227,6100075127,The Timken Company,1,0,1,143,Power Adapter:PA-280W-ET3,A702,143,WH01S-NTA
,Sales Order,08/27/2025,10/15/2025,,Prepay,08/27/2025,SO-20251222,QTD_ScoutAI_2508085,Scout AI Inc,4,0,4,572,Power Adapter:PA-280W-ET3,A800,572,WH01S-NTA
,Sales Order,09/03/2025,10/20/2025,,Net 45,10/18/2025,SO-20251250,7000610874,Boston Scientific,1,0,1,143,Power Adapter:PA-280W-ET3,A689,143,WH01S-NTA
,Sales Order,09/03/2025,10/08/2025,,Prepay,09/03/2025,SO-20251251,32539,RIDGELINE ENGINEERING CO.,3,0,3,369,Power Adapter:PA-280W-ET3,A800,369,WH01S-NTA
,Sales Order,09/04/2025,11/14/2025,,Prepay,09/04/2025,SO-20251259,405,Candela Technologies Inc.,1,0,1,123,Power Adapter:PA-280W-ET3,A800,123,WH01S-NTA
,Sales Order,09/09/2025,10/21/2025,,Net 45,10/24/2025,SO-20251283,7000612884,Boston Scientific,3,0,3,429,Power Adapter:PA-280W-ET3,A689,429,WH01S-NTA
,Sales Order,09/11/2025,10/10/2025,,Prepay,09/11/2025,SO-20251295,32592,RIDGELINE ENGINEERING CO.,1,0,1,143,Power Adapter:PA-280W-ET3,A800,143,WH01S-NTA
,Sales Order,09/12/2025,10/30/2025,,Prepay,09/12/2025,SO-20251299,2581562,ABB Electrification Canada inc.,1,0,1,143,Power Adapter:PA-280W-ET3,A702,143,WH01S-NTA
,Sales Order,09/17/2025,09/26/2025,,Prepay,09/17/2025,SO-20251319,PO-64250917_Neousys,"One Off Robotics, LLC",1,0,1,143,Power Adapter:PA-280W-ET3,A689,143,WH01S-NTA
,Sales Order,09/18/2025,10/15/2025,,Net 45,11/02/2025,SO-20251324,7000615510,Boston Scientific,1,0,1,143,Power Adapter:PA-280W-ET3,A689,143,WH01S-NTA
,Sales Order,09/18/2025,10/15/2025,,Net 45,11/02/2025,SO-20251323,7000615796,Boston Scientific,1,0,1,143,Power Adapter:PA-280W-ET3,A689,143,WH01S-NTA
,Sales Order,09/18/2025,10/24/2025,,Net 45,11/02/2025,SO-20251325,7000615802,Boston Scientific,4,0,4,572,Power Adapter:PA-280W-ET3,A689,572,WH01S-NTA
,Sales Order,09/23/2025,12/19/2025,,Net 45,11/07/2025,SO-20251345,9080126568,"Keysight Technologies, Inc.",1,0,1,143,Power Adapter:PA-280W-ET3,A777,143,WH01S-NTA
,Sales Order,09/29/2025,10/10/2025,,Prepay,09/29/2025,SO-20251370,A083706,Fox Corporation,1,0,1,143,Power Adapter:PA-280W-ET3,A689,143,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Net 45,11/14/2025,SO-20251393,7000618386,Boston Scientific,1,0,1,143,Power Adapter:PA-280W-ET3,A689,143,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Net 45,11/14/2025,SO-20251395,7000620183,Boston Scientific,1,0,1,143,Power Adapter:PA-280W-ET3,A689,143,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Net 45,11/14/2025,SO-20251394,7000619548,Boston Scientific,2,0,2,286,Power Adapter:PA-280W-ET3,A689,286,WH01S-NTA
Total PA-280W-ET3,,,,,,,,,,31,0,31,4286,,,4286,
PA-600W-C4PY-4P,,,,,,,,,,,,,,,,,
,Sales Order,09/23/2025,12/31/2025,,Net 30,10/23/2025,SO-20251348,1034004597,FEV North America Inc.,1,0,1,137,Power Adapter:PA-600W-C4PY-4P,A702,137,WH01S-NTA
Total PA-600W-C4PY-4P,,,,,,,,,,1,0,1,137,,,137,
PA-600W-ENC,,,,,,,,,,,,,,,,,
,Sales Order,08/28/2025,10/01/2025,,Prepay,08/28/2025,SO-20251231,J936-09,Vortex Systems,1,0,1,108,Power Adapter:PA-600W-ENC,A777,108,WH01S-NTA
,Sales Order,09/19/2025,12/31/2025,,Net 30,10/19/2025,SO-20251333,8000,Monteris Medical,5,0,5,595,Power Adapter:PA-600W-ENC,A689,595,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251384,5905,Palladyne AI,8,0,8,1416,Power Adapter:PA-600W-ENC,A800,1416,WH01S-NTA
Total PA-600W-ENC,,,,,,,,,,14,0,14,2119,,,2119,
PA-60W-OW,,,,,,,,,,,,,,,,,
,Sales Order,09/04/2025,10/15/2025,,Net 30,10/04/2025,SO-20251254,46506800,Lightning Pick | Matthews International,5,0,5,190,Power Adapter:PA-60W-OW,A689,190,WH01S-NTA
Total PA-60W-OW,,,,,,,,,,5,0,5,190,,,190,
Total Power Adapter,,,,,,,,,,466,0,466,23987,,,23987,
Power Backup Device,,,,,,,,,,,,,,,,,
PB-9250J-SA,,,,,,,,,,,,,,,,,
,Sales Order,09/22/2025,01/02/2026,,Prepay,09/22/2025,SO-20251343,QTD_CERL_2509173,CERL-Construction Engineering Research La,4,0,4,1860,Power Backup Device:PB-9250J-SA,A689,1860,WH01S-NTA
Total PB-9250J-SA,,,,,,,,,,4,0,4,1860,,,1860,
Total Power Backup Device,,,,,,,,,,4,0,4,1860,,,1860,
RGS-8000 Series,,,,,,,,,,,,,,,,,
RGS-8805GC,,,,,,,,,,,,,,,,,
,Sales Order,08/22/2025,12/31/2025,,Net 30,09/21/2025,EO-20250002,P96695,"CoastIPC, Inc.",1,0,1,0,RGS-8000 Series:RGS-8805GC,DEMO,,WH01S-NTA
Total RGS-8805GC,,,,,,,,,,1,0,1,0,,,0,
RGS-8805GC-DEX,,,,,,,,,,,,,,,,,
,Sales Order,08/15/2025,10/23/2025,,Prepay,08/15/2025,SO-20251167,PO5382,"Dexterity, Inc.",1,0,1,3100,RGS-8000 Series:RGS-8805GC-DEX,A800,3100,WH01S-NTA
Total RGS-8805GC-DEX,,,,,,,,,,1,0,1,3100,,,3100,
Total RGS-8000 Series,,,,,,,,,,2,0,2,3100,,,3100,
RMA Parts,,,,,,,,,,,,,,,,,
Nuvo-8208GC-BP-A2,,,,,,,,,,,,,,,,,
,Sales Order,08/26/2025,10/01/2025,,Net 30,09/25/2025,SO-20251215,QTD_PurdueUniversity_2508,Purdue University,1,0,1,180,RMA Parts:Nuvo-8208GC-BP-A2,A702,180,WH01S-NTA
Total Nuvo-8208GC-BP-A2,,,,,,,,,,1,0,1,180,,,180,
Nuvo-8208GC-MB-A3,,,,,,,,,,,,,,,,,
,Sales Order,08/26/2025,10/01/2025,,Net 30,09/25/2025,SO-20251215,QTD_PurdueUniversity_2508,Purdue University,1,0,1,370,RMA Parts:Nuvo-8208GC-MB-A3,A702,370,WH01S-NTA
Total Nuvo-8208GC-MB-A3,,,,,,,,,,1,0,1,370,,,370,
POC-320-MB-A3,,,,,,,,,,,,,,,,,
,Sales Order,09/30/2025,12/31/2025,,Net 60,11/29/2025,SO-20251389,4500144605,Cognex Corporation,2,0,2,450,RMA Parts:POC-320-MB-A3,A702,450,WH01S-NTA
Total POC-320-MB-A3,,,,,,,,,,2,0,2,450,,,450,
RGS-8805GC-MB-A1,,,,,,,,,,,,,,,,,
,Sales Order,09/09/2025,10/01/2025,,Prepay,09/09/2025,SO-20251280,PO5423,"Dexterity, Inc.",2,0,2,1300,RMA Parts:RGS-8805GC-MB-A1,A800,1300,WH01S-NTA
Total RGS-8805GC-MB-A1,,,,,,,,,,2,0,2,1300,,,1300,
Total RMA Parts,,,,,,,,,,6,0,6,2300,,,2300,
SEMIL Series,,,,,,,,,,,,,,,,,
Cbl-TpCPlug-DPM-1M,,,,,,,,,,,,,,,,,
,Sales Order,09/23/2025,12/31/2025,,Net 30,10/23/2025,SO-20251348,1034004597,FEV North America Inc.,2,0,2,90,SEMIL Series:Cbl-TpCPlug-DPM-1M,A702,90,WH01S-NTA
Total Cbl-TpCPlug-DPM-1M,,,,,,,,,,2,0,2,90,,,90,
Cbl-TpCPlug-U3TA-50CM,,,,,,,,,,,,,,,,,
,Sales Order,08/28/2025,10/21/2025,,Prepay,08/28/2025,SO-20251236, QTD_USACE_2507093,"US Army Corps of Engineers, ERDC-IEI",2,0,2,48,SEMIL Series:Cbl-TpCPlug-U3TA-50CM,A689,48,WH01S-NTA
,Sales Order,09/23/2025,12/31/2025,,Net 30,10/23/2025,SO-20251348,1034004597,FEV North America Inc.,2,0,2,48,SEMIL Series:Cbl-TpCPlug-U3TA-50CM,A702,48,WH01S-NTA
Total Cbl-TpCPlug-U3TA-50CM,,,,,,,,,,4,0,4,96,,,96,
Cbl-TpCPlug-UTpCF-50CM,,,,,,,,,,,,,,,,,
,Sales Order,09/22/2025,10/14/2025,,Prepay,09/22/2025,SO-20251335,QTD_ScoutAI_250919,Scout AI Inc,2,0,2,66,SEMIL Series:Cbl-TpCPlug-UTpCF-50CM,A800,66,WH01S-NTA
,Sales Order,09/23/2025,12/31/2025,,Net 30,10/23/2025,SO-20251348,1034004597,FEV North America Inc.,2,0,2,66,SEMIL Series:Cbl-TpCPlug-UTpCF-50CM,A702,66,WH01S-NTA
Total Cbl-TpCPlug-UTpCF-50CM,,,,,,,,,,4,0,4,132,,,132,
Cblkit-M12-SEMIL1708,,,,,,,,,,,,,,,,,
,Sales Order,08/28/2025,12/31/2025,,Net 120,12/26/2025,SO-20251228,QTD_Honeywell_250728,Honeywell Aerospace (TX),3,0,3,1320,SEMIL Series:Cblkit-M12-SEMIL1708,A689,1320,WH01S-NTA
Total Cblkit-M12-SEMIL1708,,,,,,,,,,3,0,3,1320,,,1320,
Cblkit-M12-SEMIL2000,,,,,,,,,,,,,,,,,
,Sales Order,08/12/2025,10/15/2025,,Prepay,08/12/2025,SO-20251145,7274,Near Earth Autonomy,1,0,1,367,SEMIL Series:Cblkit-M12-SEMIL2000,A702,367,WH01S-NTA
,Sales Order,08/19/2025,11/07/2025,,Prepay,08/19/2025,SO-20251174,7291,Near Earth Autonomy,2,0,2,734,SEMIL Series:Cblkit-M12-SEMIL2000,A702,734,WH01S-NTA
,Sales Order,08/22/2025,10/31/2025,,Prepay,08/22/2025,SO-20251194,NSD25M0716,Neya Systems,1,0,1,393,SEMIL Series:Cblkit-M12-SEMIL2000,A702,393,WH01S-NTA
,Sales Order,09/23/2025,12/31/2025,,Net 30,10/23/2025,SO-20251348,1034004597,FEV North America Inc.,1,0,1,367,SEMIL Series:Cblkit-M12-SEMIL2000,A702,367,WH01S-NTA
Total Cblkit-M12-SEMIL2000,,,,,,,,,,5,0,5,1861,,,1861,
Pnl-3M12-2Ant-SEMIL20,,,,,,,,,,,,,,,,,
,Sales Order,08/12/2025,10/15/2025,,Prepay,08/12/2025,SO-20251145,7274,Near Earth Autonomy,1,0,1,85,SEMIL Series:Pnl-3M12-2Ant-SEMIL20,A702,85,WH01S-NTA
,Sales Order,08/19/2025,11/07/2025,,Prepay,08/19/2025,SO-20251174,7291,Near Earth Autonomy,2,0,2,170,SEMIL Series:Pnl-3M12-2Ant-SEMIL20,A702,170,WH01S-NTA
Total Pnl-3M12-2Ant-SEMIL20,,,,,,,,,,3,0,3,255,,,255,
Pnl-5Ant-SEMIL20,,,,,,,,,,,,,,,,,
,Sales Order,09/23/2025,12/31/2025,,Net 30,10/23/2025,SO-20251348,1034004597,FEV North America Inc.,1,0,1,83,SEMIL Series:Pnl-5Ant-SEMIL20,A702,83,WH01S-NTA
Total Pnl-5Ant-SEMIL20,,,,,,,,,,1,0,1,83,,,83,
SEMIL-1708,,,,,,,,,,,,,,,,,
,Sales Order,08/28/2025,12/31/2025,,Net 120,12/26/2025,SO-20251228,QTD_Honeywell_250728,Honeywell Aerospace (TX),3,0,3,6720,SEMIL Series:SEMIL-1708,A689,6720,WH01S-NTA
Total SEMIL-1708,,,,,,,,,,3,0,3,6720,,,6720,
SEMIL-1708-FF,,,,,,,,,,,,,,,,,
,Sales Order,05/02/2025,10/03/2025,,Net 30,06/01/2025,SO-20250638,PO064732,"FireFly Automatix, Inc.",10,0,10,22420,SEMIL Series:SEMIL-1708-FF,A800,22420,WH01S-NTA
,Sales Order,05/02/2025,11/13/2025,,Net 30,06/01/2025,SO-20250639,PO064732,"FireFly Automatix, Inc.",10,0,10,22420,SEMIL Series:SEMIL-1708-FF,A800,22420,WH01S-NTA
,Sales Order,05/02/2025,12/12/2025,,Net 30,06/01/2025,SO-20250640,PO064732,"FireFly Automatix, Inc.",10,0,10,22420,SEMIL Series:SEMIL-1708-FF,A800,22420,WH01S-NTA
,Sales Order,05/02/2025,01/13/2026,,Net 30,06/01/2025,SO-20250641,PO064732,"FireFly Automatix, Inc.",10,0,10,22420,SEMIL Series:SEMIL-1708-FF,A800,22420,WH01S-NTA
,Sales Order,05/02/2025,02/13/2026,,Net 30,06/01/2025,SO-20250642,PO064732,"FireFly Automatix, Inc.",10,0,10,22420,SEMIL Series:SEMIL-1708-FF,A800,22420,WH01S-NTA
Total SEMIL-1708-FF,,,,,,,,,,50,0,50,112100,,,112100,
SEMIL-1748GC-10G-L4-BSK(EA),,,,,,,,,,,,,,,,,
,Sales Order,08/14/2025,10/10/2025,,Net 30,09/13/2025,SO-20251162,454361,Navico Group Americas LLC,1,0,1,7306,SEMIL Series:SEMIL-1748GC-10G-L4-BSK(EA),A689,7306,WH01S-NTA
,Sales Order,09/30/2025,09/30/2025,,Net 30,10/30/2025,SO-20251390,455802,Navico Group Americas LLC,1,0,1,7840,SEMIL Series:SEMIL-1748GC-10G-L4-BSK(EA),A689,7840,WH01S-NTA
Total SEMIL-1748GC-10G-L4-BSK(EA),,,,,,,,,,2,0,2,15146,,,15146,
SEMIL-2007,,,,,,,,,,,,,,,,,
,Sales Order,08/28/2025,10/21/2025,,Prepay,08/28/2025,SO-20251236, QTD_USACE_2507093,"US Army Corps of Engineers, ERDC-IEI",2,0,2,4540,SEMIL Series:SEMIL-2007,A689,4540,WH01S-NTA
Total SEMIL-2007,,,,,,,,,,2,0,2,4540,,,4540,
SEMIL-2047GC,,,,,,,,,,,,,,,,,
,Sales Order,08/12/2025,10/15/2025,,Prepay,08/12/2025,SO-20251145,7274,Near Earth Autonomy,1,0,1,8628,SEMIL Series:SEMIL-2047GC,A702,8628,WH01S-NTA
,Sales Order,08/13/2025,10/22/2025,,Prepay,08/13/2025,SO-20251153,QTD_AIM_2507172,AIM Intelligent Machines,7,0,7,58919,SEMIL Series:SEMIL-2047GC,A800,58919,WH01S-NTA
,Sales Order,08/19/2025,11/07/2025,,Prepay,08/19/2025,SO-20251174,7291,Near Earth Autonomy,2,0,2,17256,SEMIL Series:SEMIL-2047GC,A702,17256,WH01S-NTA
,Sales Order,09/23/2025,12/31/2025,,Net 30,10/23/2025,SO-20251348,1034004597,FEV North America Inc.,1,0,1,8631,SEMIL Series:SEMIL-2047GC,A702,8631,WH01S-NTA
Total SEMIL-2047GC,,,,,,,,,,11,0,11,93434,,,93434,
SEMIL-2047GC-CRL,,,,,,,,,,,,,,,,,
,Sales Order,09/03/2025,10/31/2025,,Net 30,10/03/2025,SO-20251248,PO-0138392,Carnegie Robotics LLC,3,0,3,25269,SEMIL Series:SEMIL-2047GC-CRL,A702,25269,WH01S-NTA
Total SEMIL-2047GC-CRL,,,,,,,,,,3,0,3,25269,,,25269,
Total SEMIL Series,,,,,,,,,,93,0,93,261046,,,261046,
Storage,,,,,,,,,,,,,,,,,
HDD-24TB-72-SE,,,,,,,,,,,,,,,,,
,Sales Order,09/10/2025,10/03/2025,,Prepay,09/10/2025,SO-20251286, QTD_PeakWiFi_250909,"Peak WiFi, LLC",1,0,1,600,Storage:HDD-24TB-72-SE,A800,600,WH01S-NTA
Total HDD-24TB-72-SE,,,,,,,,,,1,0,1,600,,,600,
M.242-SSD-128GB-PCIe34-TLC5WT-T,,,,,,,,,,,,,,,,,
,Sales Order,08/18/2025,10/08/2025,,Prepay,08/18/2025,SO-20251172,QTD_CTA_2508132,Centre de technologies avanc嶪s BRP- CTA,1,0,1,45,Storage:M.242-SSD-128GB-PCIe34-TLC5WT-T,A702,45,WH01S-NTA
Total M.242-SSD-128GB-PCIe34-TLC5WT-T,,,,,,,,,,1,0,1,45,,,45,
M.242-SSD-1TB-PCIe34-TLC5WT-TD,,,,,,,,,,,,,,,,,
,Sales Order,07/24/2025,10/14/2025,,Prepay,07/24/2025,SO-20251053,4500046624,Rheinmetall Canada Inc.,1,0,1,157,Storage:M.242-SSD-1TB-PCIe34-TLC5WT-TD,A702,157,WH01S-NTA
,Sales Order,09/22/2025,01/02/2026,,Prepay,09/22/2025,SO-20251343,QTD_CERL_2509173,CERL-Construction Engineering Research La,1,0,1,157,Storage:M.242-SSD-1TB-PCIe34-TLC5WT-TD,A689,157,WH01S-NTA
,Sales Order,09/29/2025,12/31/2025,,Prepay,09/29/2025,SO-20251381,PO18348,IRD- International Road Dynamics Inc.,3,0,3,471,Storage:M.242-SSD-1TB-PCIe34-TLC5WT-TD,A702,471,WH01S-NTA
Total M.242-SSD-1TB-PCIe34-TLC5WT-TD,,,,,,,,,,5,0,5,785,,,785,
M.242-SSD-512GB-PCIe34-TLC5WT-T,,,,,,,,,,,,,,,,,
,Sales Order,06/25/2025,08/06/2025,,Prepay,06/25/2025,SO-20250911,QTD_Rotor_250623,"Rotor Technologies, Inc.",1,0,1,91,Storage:M.242-SSD-512GB-PCIe34-TLC5WT-T,A702,91,WH01S-NTA
Total M.242-SSD-512GB-PCIe34-TLC5WT-T,,,,,,,,,,1,0,1,91,,,91,
M.280-SSD-128GB-PCIe4-TLCWT-SP,,,,,,,,,,,,,,,,,
,Sales Order,09/30/2025,12/31/2025,,Net 30,10/30/2025,SO-20251399,452186,PaR SYSTEMS LLC,1,0,1,108,Storage:M.280-SSD-128GB-PCIe4-TLCWT-SP,A689,108,WH01S-NTA
Total M.280-SSD-128GB-PCIe4-TLCWT-SP,,,,,,,,,,1,0,1,108,,,108,
M.280-SSD-128GB-SATA-TLC5WT-TD,,,,,,,,,,,,,,,,,
,Sales Order,03/17/2025,09/02/2025,,Prepay,03/17/2025,SO-20250391,412702,"Urban Transportation Associates, Inc.",59,0,59,2360,Storage:M.280-SSD-128GB-SATA-TLC5WT-TD,A702,2360,WH01S-NTA
,Sales Order,09/04/2025,10/15/2025,,Net 30,10/04/2025,SO-20251254,46506800,Lightning Pick | Matthews International,5,0,5,200,Storage:M.280-SSD-128GB-SATA-TLC5WT-TD,A689,200,WH01S-NTA
,Sales Order,09/26/2025,12/31/2025,,Net 30,10/26/2025,SO-20251362,46516492,Lightning Pick | Matthews International,3,0,3,120,Storage:M.280-SSD-128GB-SATA-TLC5WT-TD,A689,120,WH01S-NTA
Total M.280-SSD-128GB-SATA-TLC5WT-TD,,,,,,,,,,67,0,67,2680,,,2680,
M.280-SSD-1TB-PCIe4-TLCWT-IK1,,,,,,,,,,,,,,,,,
,Sales Order,03/13/2024,12/19/2025,,NET 30 (50%) & Prepay (50%),04/12/2024,SO-20240315,X110992,Xanthon LLC,1,0,1,400,Storage:M.280-SSD-1TB-PCIe4-TLCWT-IK1,A689,400,WH01S-NTA
Total M.280-SSD-1TB-PCIe4-TLCWT-IK1,,,,,,,,,,1,0,1,400,,,400,
M.280-SSD-1TB-PCIe44-TLC5-PN,,,,,,,,,,,,,,,,,
,Sales Order,05/02/2025,10/03/2025,,Net 30,06/01/2025,SO-20250638,PO064732,"FireFly Automatix, Inc.",10,0,10,1310,Storage:M.280-SSD-1TB-PCIe44-TLC5-PN,A800,1310,WH01S-NTA
,Sales Order,05/02/2025,11/13/2025,,Net 30,06/01/2025,SO-20250639,PO064732,"FireFly Automatix, Inc.",10,0,10,1310,Storage:M.280-SSD-1TB-PCIe44-TLC5-PN,A800,1310,WH01S-NTA
,Sales Order,05/02/2025,12/12/2025,,Net 30,06/01/2025,SO-20250640,PO064732,"FireFly Automatix, Inc.",10,0,10,1310,Storage:M.280-SSD-1TB-PCIe44-TLC5-PN,A800,1310,WH01S-NTA
,Sales Order,05/02/2025,01/13/2026,,Net 30,06/01/2025,SO-20250641,PO064732,"FireFly Automatix, Inc.",10,0,10,1310,Storage:M.280-SSD-1TB-PCIe44-TLC5-PN,A800,1310,WH01S-NTA
,Sales Order,05/02/2025,02/13/2026,,Net 30,06/01/2025,SO-20250642,PO064732,"FireFly Automatix, Inc.",10,0,10,1310,Storage:M.280-SSD-1TB-PCIe44-TLC5-PN,A800,1310,WH01S-NTA
,Sales Order,08/27/2025,10/21/2025,,Prepay,08/27/2025,SO-20251227,6100075127,The Timken Company,1,0,1,131,Storage:M.280-SSD-1TB-PCIe44-TLC5-PN,A702,131,WH01S-NTA
,Sales Order,08/28/2025,10/21/2025,,Net 30,09/27/2025,SO-20251229,CYNGN-1275,CYNGN INC.,4,0,4,524,Storage:M.280-SSD-1TB-PCIe44-TLC5-PN,A800,524,WH01S-NTA
,Sales Order,09/09/2025,10/31/2025,,Net 30,10/09/2025,SO-20251281,A000859800,"L3HARRIS TECHNOLOGIES, INC.",7,0,7,917,Storage:M.280-SSD-1TB-PCIe44-TLC5-PN,A777,917,WH01S-NTA
,Sales Order,09/23/2025,12/19/2025,,Net 45,11/07/2025,SO-20251345,9080126568,"Keysight Technologies, Inc.",1,0,1,131,Storage:M.280-SSD-1TB-PCIe44-TLC5-PN,A777,131,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251384,5905,Palladyne AI,8,0,8,1048,Storage:M.280-SSD-1TB-PCIe44-TLC5-PN,A800,1048,WH01S-NTA
Total M.280-SSD-1TB-PCIe44-TLC5-PN,,,,,,,,,,71,0,71,9301,,,9301,
M.280-SSD-1TB-PCIe44-TLC5WT-TD,,,,,,,,,,,,,,,,,
,Sales Order,08/18/2025,10/08/2025,,Net 60,10/17/2025,SO-20251169,612452,"Uber Technologies, Inc.",20,0,20,3980,Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD,A800,3980,WH01S-NTA
,Sales Order,08/19/2025,10/17/2025,,Net 60,10/18/2025,SO-20251175,612452,"Uber Technologies, Inc.",20,0,20,3980,Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD,A800,3980,WH01S-NTA
,Sales Order,08/19/2025,10/24/2025,,Net 60,10/18/2025,SO-20251176,612452,"Uber Technologies, Inc.",20,0,20,3980,Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD,A800,3980,WH01S-NTA
,Sales Order,08/19/2025,10/24/2025,,Net 60,10/18/2025,SO-20251177,612452,"Uber Technologies, Inc.",20,0,20,3980,Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD,A800,3980,WH01S-NTA
,Sales Order,08/19/2025,11/14/2025,,Net 60,10/18/2025,SO-20251179,612452,"Uber Technologies, Inc.",20,0,20,3980,Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD,A800,3980,WH01S-NTA
,Sales Order,08/19/2025,11/14/2025,,Net 60,10/18/2025,SO-20251178,612452,"Uber Technologies, Inc.",25,0,25,4975,Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD,A800,4975,WH01S-NTA
,Sales Order,08/28/2025,10/21/2025,,Prepay,08/28/2025,SO-20251236, QTD_USACE_2507093,"US Army Corps of Engineers, ERDC-IEI",2,0,2,398,Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD,A689,398,WH01S-NTA
,Sales Order,09/05/2025,10/17/2025,,Prepay,09/05/2025,SO-20251262,PO18039,IRD- International Road Dynamics Inc.,4,0,4,796,Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD,A702,796,WH01S-NTA
,Sales Order,09/10/2025,10/24/2025,,Prepay,09/10/2025,SO-20251287,PO18173,IRD- International Road Dynamics Inc.,1,0,1,199,Storage:M.280-SSD-1TB-PCIe44-TLC5WT-TD,A702,199,WH01S-NTA
